Customer,Clv,Coverage,Education,EmploymentStatus,Gender,Income,Location ,Marital ,Policiesnum,Policytype,Saleschannel
No61408,5414.897604,Extended,Bachelor,Employed,F,57452,Suburban,Married,1,Personal Auto,Branch
DE91458,2903.749709,Extended,Master,Unemployed,F,0,Suburban,Married,1,Personal Auto,Web
EP83939,5575.751228,Basic,High School or Below,Employed,M,91416,Rural,Married,5,Personal Auto,Call Center
IU17657,2616.409509,Basic,Bachelor,Disabled,M,22000,Suburban,Married,1,Personal Auto,Web
EO95166,4617.838205,Premium,Bachelor,Employed,M,41167,Urban,Divorced,1,Personal Auto,Branch
KX79225,20123.86854,Basic,High School or Below,Unemployed,M,0,Suburban,Single,2,Personal Auto,Call Center
EZ60033,3200.795405,Extended,Bachelor,Unemployed,F,0,Suburban,Married,1,Corporate Auto,Branch
KK58047,8583.854913,Basic,College,Employed,M,53944,Suburban,Married,2,Personal Auto,Web
JW62354,4349.30875,Basic,College,Employed,F,75648,Rural,Married,1,Personal Auto,Branch
TT18939,4729.593583,Basic,Bachelor,Medical Leave,M,29414,Rural,Divorced,3,Personal Auto,Branch
IJ21010,5015.009472,Extended,Bachelor,Employed,F,48567,Suburban,Single,1,Personal Auto,Agent
PZ31902,5797.604861,Basic,Bachelor,Employed,F,69276,Urban,Married,8,Personal Auto,Web
WD88540,3475.07136,Extended,High School or Below,Unemployed,M,0,Suburban,Married,1,Personal Auto,Web
IL67915,8542.218196,Premium,College,Employed,F,50117,Urban,Single,4,Corporate Auto,Branch
VQ76590,16473.16905,Basic,Bachelor,Retired,M,22828,Suburban,Married,2,Personal Auto,Agent
FJ60600,6776.353402,Extended,High School or Below,Unemployed,F,0,Suburban,Single,3,Personal Auto,Agent
MP53132,9713.156737,Extended,High School or Below,Unemployed,F,0,Suburban,Single,3,Corporate Auto,Agent
XP96549,4429.193391,Basic,High School or Below,Employed,F,20868,Suburban,Married,1,Personal Auto,Branch
VC34797,2435.535995,Basic,Bachelor,Employed,F,40921,Rural,Married,1,Corporate Auto,Agent
QV30663,9863.502214,Extended,Master,Employed,F,99654,Rural,Married,3,Personal Auto,Call Center
AK90865,8207.858272,Basic,High School or Below,Unemployed,F,0,Suburban,Single,5,Special Auto,Agent
BX51438,2781.446975,Basic,Bachelor,Employed,M,56218,Urban,Married,1,Personal Auto,Web
DU38713,5807.994569,Basic,High School or Below,Employed,F,70717,Rural,Married,5,Personal Auto,Call Center
WQ13284,8395.272249,Basic,College,Employed,M,62989,Urban,Divorced,2,Personal Auto,Web
JB36584,14333.92489,Basic,Master,Employed,M,41459,Suburban,Married,2,Personal Auto,Call Center
WQ23548,11003.54385,Basic,Master,Unemployed,F,0,Suburban,Single,2,Personal Auto,Web
WZ98067,4049.807215,Premium,College,Employed,M,42512,Rural,Married,1,Personal Auto,Agent
AQ11656,2141.750757,Basic,Bachelor,Unemployed,M,0,Suburban,Married,1,Personal Auto,Call Center
KL14426,5079.843625,Extended,Doctor,Employed,F,83288,Urban,Married,1,Personal Auto,Agent
PG48617,2895.522489,Basic,High School or Below,Employed,M,46267,Urban,Married,1,Personal Auto,Call Center
QB24570,9031.214859,Extended,Master,Unemployed,F,0,Suburban,Single,9,Corporate Auto,Branch
NI68379,6554.390004,Extended,Master,Employed,M,74424,Suburban,Married,9,Personal Auto,Agent
RS92763,7487.744636,Basic,College,Unemployed,F,0,Suburban,Single,2,Personal Auto,Branch
PA75237,15118.89548,Basic,Doctor,Employed,M,58883,Suburban,Married,2,Corporate Auto,Branch
LR35392,9007.431501,Premium,High School or Below,Employed,M,41539,Suburban,Single,3,Personal Auto,Web
KC22636,5488.931031,Basic,High School or Below,Employed,F,33881,Rural,Married,9,Personal Auto,Web
IJ98317,7234.142952,Extended,Bachelor,Employed,F,86448,Rural,Married,6,Personal Auto,Agent
DY49235,5205.751205,Basic,College,Disabled,F,25237,Suburban,Divorced,9,Personal Auto,Agent
EG94409,4697.152892,Basic,High School or Below,Unemployed,F,0,Suburban,Single,7,Special Auto,Branch
GB59748,6207.171358,Extended,College,Employed,F,49419,Urban,Married,4,Personal Auto,Web
MP68135,6615.815683,Extended,College,Employed,M,90414,Suburban,Married,6,Personal Auto,Call Center
CZ56843,9708.504642,Extended,College,Employed,M,39930,Suburban,Single,2,Personal Auto,Call Center
DJ47372,10831.13004,Extended,Doctor,Disabled,M,23202,Suburban,Divorced,2,Personal Auto,Call Center
XZ51937,4626.801093,Basic,Master,Employed,F,79487,Suburban,Divorced,1,Personal Auto,Branch
IZ27630,6748.231188,Extended,Master,Employed,M,68423,Urban,Single,7,Personal Auto,Branch
IM14119,2542.06388,Basic,Bachelor,Employed,F,84495,Suburban,Married,1,Special Auto,Branch
PN53766,5450.394878,Basic,Doctor,Employed,M,43091,Urban,Married,6,Corporate Auto,Branch
DQ93036,7243.865476,Extended,High School or Below,Employed,M,41951,Rural,Married,7,Personal Auto,Branch
WA70405,8306.550901,Basic,College,Employed,M,89834,Suburban,Single,3,Personal Auto,Agent
NF51705,2734.514945,Basic,High School or Below,Employed,M,92157,Urban,Single,1,Corporate Auto,Branch
LR37068,11030.66148,Extended,College,Employed,F,35773,Suburban,Married,2,Personal Auto,Web
EC18611,3402.39442,Extended,High School or Below,Unemployed,M,0,Suburban,Single,1,Personal Auto,Agent
NP88319,6945.016955,Basic,High School or Below,Disabled,F,15850,Suburban,Married,2,Corporate Auto,Call Center
AA11235,2568.843396,Basic,Bachelor,Medical Leave,F,11167,Suburban,Married,1,Personal Auto,Branch
DL55489,5764.648599,Basic,High School or Below,Employed,M,21195,Suburban,Married,9,Corporate Auto,Web
UU53919,5403.546122,Basic,Master,Employed,F,27430,Urban,Married,4,Personal Auto,Call Center
JI11950,4899.231772,Basic,High School or Below,Unemployed,F,0,Suburban,Married,7,Personal Auto,Agent
QB82117,9048.983447,Basic,High School or Below,Unemployed,M,0,Suburban,Married,3,Personal Auto,Web
MR33456,8093.898245,Basic,High School or Below,Employed,M,59839,Suburban,Single,8,Personal Auto,Agent
YN17362,2496.766693,Basic,College,Unemployed,M,0,Suburban,Single,1,Corporate Auto,Agent
UR73910,2602.24525,Basic,College,Employed,M,38166,Urban,Married,1,Corporate Auto,Agent
KG63751,6751.437153,Extended,High School or Below,Unemployed,M,0,Suburban,Married,9,Personal Auto,Agent
NK39001,3621.68883,Extended,Bachelor,Medical Leave,F,13457,Urban,Married,1,Personal Auto,Branch
HR85493,6896.088021,Basic,College,Unemployed,M,0,Suburban,Single,2,Personal Auto,Agent
QC50643,5438.696611,Extended,Bachelor,Employed,F,52721,Urban,Married,1,Personal Auto,Branch
LO90345,14472.583,Basic,College,Employed,F,22012,Rural,Married,5,Corporate Auto,Web
WK64739,2359.423599,Basic,Bachelor,Disabled,F,19864,Suburban,Divorced,1,Corporate Auto,Web
QK88438,5323.267311,Basic,College,Employed,F,55289,Rural,Single,3,Personal Auto,Agent
QX42433,7390.903278,Extended,College,Employed,M,30449,Suburban,Married,3,Personal Auto,Agent
BH52611,11447.5071,Premium,Bachelor,Employed,F,27362,Urban,Married,8,Personal Auto,Branch
SA77508,5754.853121,Basic,High School or Below,Employed,F,29460,Rural,Married,5,Personal Auto,Branch
HD99234,10244.2435,Extended,College,Unemployed,F,0,Suburban,Single,2,Personal Auto,Agent
DE37110,4645.569555,Basic,Master,Employed,M,42532,Rural,Single,1,Personal Auto,Call Center
DJ93289,4887.344366,Basic,High School or Below,Employed,F,66707,Rural,Married,8,Personal Auto,Agent
AC40767,2497.808174,Basic,Bachelor,Employed,M,68041,Urban,Single,1,Personal Auto,Branch
GA79817,2369.111588,Basic,Bachelor,Unemployed,M,0,Suburban,Single,1,Corporate Auto,Call Center
QH62059,4490.597249,Basic,Bachelor,Unemployed,M,0,Suburban,Divorced,7,Personal Auto,Web
ZS35053,3719.247732,Extended,High School or Below,Employed,M,40968,Suburban,Divorced,1,Personal Auto,Agent
II37804,4198.030023,Basic,Bachelor,Employed,M,39913,Urban,Married,1,Personal Auto,Agent
GE63585,2420.711888,Basic,Bachelor,Employed,M,31710,Urban,Divorced,1,Corporate Auto,Call Center
UV86903,4462.997006,Basic,Bachelor,Unemployed,F,0,Suburban,Single,5,Personal Auto,Web
JL71713,6291.655714,Extended,Bachelor,Employed,F,89113,Urban,Married,8,Personal Auto,Branch
DO60145,4270.034394,Extended,College,Unemployed,M,0,Suburban,Married,1,Personal Auto,Agent
FC59209,2460.665175,Basic,Bachelor,Unemployed,F,0,Suburban,Married,1,Personal Auto,Call Center
XQ74827,19435.62924,Extended,High School or Below,Employed,F,38688,Suburban,Single,3,Special Auto,Agent
EY13576,7374.077921,Basic,College,Unemployed,F,0,Suburban,Married,3,Personal Auto,Web
US82810,18269.53692,Extended,Bachelor,Unemployed,F,0,Suburban,Single,2,Corporate Auto,Agent
RC61383,11925.71535,Basic,High School or Below,Employed,M,28014,Suburban,Single,2,Personal Auto,Branch
PO80505,4223.274671,Basic,College,Disabled,F,14170,Suburban,Married,1,Personal Auto,Agent
MD17521,10298.38586,Extended,High School or Below,Employed,M,64825,Urban,Married,4,Personal Auto,Web
YV93921,5229.741907,Basic,Bachelor,Employed,M,77357,Rural,Single,8,Personal Auto,Web
JP64518,2402.81597,Basic,Bachelor,Employed,M,21629,Suburban,Divorced,1,Corporate Auto,Call Center
OI98135,3933.813993,Basic,High School or Below,Employed,M,25927,Suburban,Single,1,Personal Auto,Web
XS97845,4299.838835,Premium,College,Employed,M,44388,Urban,Divorced,1,Personal Auto,Call Center
DL20327,7635.554626,Basic,College,Employed,F,54539,Urban,Married,2,Personal Auto,Agent
GD86131,2722.210707,Basic,College,Medical Leave,F,17576,Suburban,Married,1,Corporate Auto,Call Center
ID21061,7291.599536,Extended,Master,Employed,F,84629,Urban,Married,5,Personal Auto,Web
EN65835,58753.88046,Premium,Bachelor,Employed,F,24964,Suburban,Married,2,Personal Auto,Agent
BE65350,5261.037541,Basic,High School or Below,Employed,F,43573,Suburban,Married,5,Personal Auto,Agent
GI82721,16938.29858,Basic,College,Unemployed,F,0,Suburban,Single,2,Corporate Auto,Branch
YR84813,10575.94816,Premium,College,Unemployed,M,0,Suburban,Single,2,Special Auto,Call Center
JZ28301,5552.331515,Basic,College,Employed,F,35011,Urban,Married,8,Personal Auto,Call Center
HL40930,7150.225367,Extended,Bachelor,Employed,M,63651,Rural,Single,3,Personal Auto,Branch
HL33607,8717.049833,Basic,College,Employed,M,83846,Suburban,Married,2,Personal Auto,Agent
WU21638,6847.588918,Basic,Bachelor,Unemployed,M,0,Suburban,Married,1,Personal Auto,Web
AG32304,5418.726537,Basic,College,Employed,F,39133,Rural,Married,3,Personal Auto,Call Center
JX26859,3528.044252,Extended,Doctor,Employed,M,31278,Suburban,Married,1,Personal Auto,Branch
KC75958,16468.22079,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,2,Personal Auto,Agent
ZV32968,7285.030983,Basic,High School or Below,Employed,M,44788,Suburban,Married,2,Personal Auto,Agent
GU45597,16963.83934,Basic,Bachelor,Unemployed,F,0,Suburban,Divorced,2,Corporate Auto,Call Center
SO95845,5807.659307,Basic,College,Employed,F,62447,Rural,Single,7,Personal Auto,Call Center
GL32197,5068.264582,Basic,College,Employed,M,31475,Rural,Married,3,Personal Auto,Call Center
SC11374,8797.829644,Basic,College,Employed,F,80780,Rural,Married,3,Corporate Auto,Agent
RT29777,4439.900652,Basic,Bachelor,Employed,F,88613,Urban,Divorced,1,Personal Auto,Branch
OB73235,2404.459452,Basic,College,Employed,M,45949,Rural,Single,1,Corporate Auto,Agent
MV41462,5066.634057,Basic,Bachelor,Employed,F,35596,Suburban,Married,3,Personal Auto,Agent
FM67585,5890.528762,Basic,High School or Below,Employed,M,76875,Rural,Married,9,Personal Auto,Agent
KG57925,2410.498573,Basic,Bachelor,Employed,M,41842,Suburban,Married,1,Corporate Auto,Call Center
IY24560,5288.240125,Basic,Bachelor,Medical Leave,M,28884,Suburban,Married,3,Corporate Auto,Agent
BV33510,26413.54751,Extended,High School or Below,Employed,F,24631,Suburban,Married,2,Personal Auto,Web
XA77673,16236.47626,Basic,College,Unemployed,F,0,Suburban,Single,2,Personal Auto,Branch
XN90861,5534.576395,Basic,Bachelor,Employed,F,71560,Urban,Married,5,Personal Auto,Web
WS84995,9202.638441,Extended,Master,Unemployed,M,0,Suburban,Married,2,Personal Auto,Agent
ZZ49347,2592.437797,Basic,High School or Below,Employed,M,72421,Suburban,Married,1,Personal Auto,Call Center
XX85323,8019.856041,Premium,Master,Employed,F,54702,Suburban,Married,1,Personal Auto,Agent
JO64487,6943.741598,Extended,High School or Below,Unemployed,F,0,Suburban,Single,2,Special Auto,Agent
TO55363,13367.86562,Basic,High School or Below,Employed,F,57335,Suburban,Married,2,Personal Auto,Agent
UE67791,5885.335302,Basic,College,Unemployed,M,0,Suburban,Single,2,Personal Auto,Agent
JN69287,3479.760165,Extended,High School or Below,Employed,M,35033,Suburban,Married,1,Personal Auto,Agent
AT55072,9103.8997,Premium,College,Employed,M,65733,Suburban,Married,3,Personal Auto,Agent
LV34368,4813.284447,Basic,Bachelor,Unemployed,M,0,Suburban,Single,3,Special Auto,Agent
QU40939,9575.7578,Extended,College,Unemployed,F,0,Suburban,Single,2,Personal Auto,Web
IP94270,13736.1325,Premium,Master,Disabled,F,16181,Suburban,Divorced,8,Personal Auto,Web
KW33804,8090.884414,Basic,High School or Below,Employed,M,86180,Rural,Divorced,2,Personal Auto,Branch
IA42992,8267.119555,Basic,High School or Below,Employed,M,36881,Suburban,Married,3,Special Auto,Agent
CZ19025,2489.16729,Basic,High School or Below,Employed,F,47888,Suburban,Single,1,Personal Auto,Web
EN54716,2395.57,Basic,Doctor,Disabled,F,21986,Suburban,Divorced,1,Personal Auto,Branch
UF27940,3863.309585,Basic,College,Employed,F,47199,Suburban,Married,1,Corporate Auto,Call Center
QD36118,5173.485319,Basic,College,Unemployed,F,0,Suburban,Married,9,Personal Auto,Call Center
XI52305,4984.618655,Basic,Bachelor,Employed,M,86305,Rural,Married,5,Personal Auto,Call Center
HZ25580,2396.192355,Basic,High School or Below,Employed,F,39062,Suburban,Divorced,1,Corporate Auto,Agent
JY97451,2631.87754,Basic,College,Disabled,F,16976,Urban,Married,1,Personal Auto,Agent
US78266,6993.838856,Basic,High School or Below,Unemployed,F,0,Suburban,Single,2,Corporate Auto,Call Center
SX25962,15055.53836,Basic,College,Employed,M,83283,Rural,Single,3,Personal Auto,Branch
XQ12791,3401.881747,Extended,High School or Below,Employed,M,41972,Suburban,Divorced,1,Personal Auto,Branch
EU59853,4126.61326,Premium,College,Employed,M,34080,Rural,Married,1,Personal Auto,Branch
QR21417,4462.997006,Basic,Bachelor,Unemployed,F,0,Suburban,Single,5,Corporate Auto,Web
CI27304,9320.090224,Extended,College,Employed,M,40269,Urban,Married,2,Personal Auto,Agent
WJ52097,3663.740198,Extended,Bachelor,Employed,F,61894,Suburban,Divorced,1,Corporate Auto,Web
FT65961,4962.208409,Basic,College,Employed,F,23300,Suburban,Married,4,Corporate Auto,Branch
DP87594,2816.758764,Basic,Bachelor,Employed,F,66023,Urban,Married,1,Personal Auto,Branch
KP96020,4330.769101,Basic,Bachelor,Employed,F,39660,Urban,Married,1,Corporate Auto,Agent
HQ15974,8262.879764,Extended,College,Unemployed,F,0,Rural,Married,2,Personal Auto,Agent
VE98553,4666.643522,Premium,Bachelor,Employed,M,60466,Suburban,Married,1,Personal Auto,Agent
ME44353,5876.054314,Basic,College,Employed,F,32848,Urban,Married,5,Personal Auto,Call Center
AE62631,8427.723769,Basic,Bachelor,Employed,M,20662,Suburban,Married,2,Personal Auto,Agent
GX29162,13023.9329,Premium,High School or Below,Employed,F,64985,Rural,Married,2,Personal Auto,Web
LY69932,8209.59982,Basic,High School or Below,Employed,M,68022,Suburban,Married,3,Personal Auto,Web
YY74036,2464.238061,Basic,College,Employed,M,72834,Rural,Divorced,1,Corporate Auto,Call Center
DP92488,2727.520769,Basic,Doctor,Employed,F,74592,Suburban,Married,1,Personal Auto,Agent
FO74055,3086.013544,Extended,College,Employed,F,73938,Rural,Married,1,Personal Auto,Call Center
GT97121,22067.728,Extended,College,Disabled,M,15999,Suburban,Married,2,Personal Auto,Branch
VF83291,4836.054291,Basic,College,Unemployed,F,0,Suburban,Single,8,Personal Auto,Agent
OU76593,6912.03963,Extended,College,Unemployed,M,0,Suburban,Married,5,Personal Auto,Agent
HO40387,2570.761765,Basic,Master,Unemployed,M,0,Suburban,Married,1,Personal Auto,Call Center
GR37045,2991.696011,Extended,Bachelor,Unemployed,F,0,Suburban,Single,1,Corporate Auto,Web
KZ84621,8253.266591,Basic,High School or Below,Employed,F,62375,Urban,Married,3,Personal Auto,Web
FR82361,10477.77713,Extended,Doctor,Employed,M,61427,Suburban,Single,2,Personal Auto,Branch
UM14883,16373.7273,Basic,High School or Below,Employed,M,64396,Urban,Married,2,Special Auto,Agent
UX32931,5184.94945,Basic,College,Employed,F,49312,Urban,Married,4,Corporate Auto,Branch
QA68548,10634.83711,Basic,High School or Below,Unemployed,F,0,Suburban,Single,2,Personal Auto,Agent
QV40364,15114.40241,Basic,High School or Below,Medical Leave,F,28513,Suburban,Married,2,Personal Auto,Call Center
TY87896,11875.89915,Basic,High School or Below,Unemployed,M,0,Suburban,Married,2,Personal Auto,Branch
CV75841,4369.496687,Premium,College,Employed,M,97321,Rural,Single,1,Personal Auto,Agent
YO62357,7432.856752,Basic,College,Employed,F,58839,Rural,Single,2,Personal Auto,Call Center
YN19139,2558.762931,Basic,High School or Below,Unemployed,M,0,Suburban,Single,1,Corporate Auto,Agent
PE63707,5452.171237,Basic,Bachelor,Employed,M,88567,Suburban,Married,9,Personal Auto,Web
NS74173,2968.077571,Basic,College,Employed,M,91646,Rural,Married,1,Corporate Auto,Branch
ZI73222,15700.28436,Extended,High School or Below,Unemployed,M,0,Suburban,Married,5,Personal Auto,Web
AC24378,7477.176362,Extended,High School or Below,Employed,F,48552,Urban,Married,9,Corporate Auto,Call Center
XR71687,9407.452895,Basic,Bachelor,Employed,M,31485,Rural,Married,6,Personal Auto,Agent
GJ70481,4428.038374,Basic,High School or Below,Unemployed,M,0,Suburban,Single,8,Personal Auto,Agent
JI94264,10053.55227,Extended,College,Disabled,M,16511,Suburban,Single,5,Personal Auto,Agent
YI95434,2907.898828,Basic,College,Employed,F,51020,Suburban,Divorced,1,Personal Auto,Branch
RL34830,7644.763153,Extended,College,Employed,M,43838,Suburban,Married,7,Corporate Auto,Web
CA96568,9709.746073,Extended,College,Unemployed,M,0,Suburban,Married,7,Corporate Auto,Agent
UO16539,8439.615236,Basic,Bachelor,Employed,M,22454,Suburban,Single,3,Personal Auto,Agent
NP18074,4209.682602,Basic,Bachelor,Employed,F,57933,Suburban,Married,1,Personal Auto,Call Center
TW45475,8556.418397,Extended,College,Unemployed,M,0,Suburban,Married,6,Personal Auto,Branch
CM66204,26770.44534,Basic,College,Employed,F,26335,Urban,Married,2,Personal Auto,Call Center
DX80961,16265.58682,Extended,Bachelor,Employed,F,85322,Suburban,Married,2,Personal Auto,Agent
JZ15681,3624.901612,Extended,High School or Below,Employed,M,37843,Urban,Divorced,1,Personal Auto,Agent
ZZ31825,2519.918897,Basic,Bachelor,Unemployed,M,0,Suburban,Married,1,Personal Auto,Branch
TF77410,4819.183706,Basic,College,Employed,M,74730,Suburban,Single,6,Personal Auto,Branch
HI16452,3028.780121,Extended,High School or Below,Unemployed,M,0,Suburban,Single,1,Special Auto,Branch
CW98845,2316.796105,Basic,Bachelor,Unemployed,M,0,Suburban,Married,1,Personal Auto,Branch
NI99807,13869.92705,Basic,College,Employed,M,28432,Suburban,Married,2,Personal Auto,Branch
QL45827,25807.063,Extended,College,Employed,F,71210,Suburban,Married,2,Personal Auto,Branch
GU60969,2342.01381,Basic,Bachelor,Retired,M,19581,Suburban,Single,1,Corporate Auto,Agent
FS67103,2747.771656,Extended,Bachelor,Unemployed,M,0,Suburban,Single,1,Special Auto,Web
FQ24929,5479.555081,Basic,Master,Employed,M,56005,Suburban,Married,3,Personal Auto,Branch
YA12007,9199.539814,Extended,College,Unemployed,F,0,Suburban,Divorced,2,Personal Auto,Branch
EW46828,8060.161694,Basic,High School or Below,Employed,M,23671,Suburban,Divorced,2,Personal Auto,Branch
YP67379,6686.128629,Extended,High School or Below,Employed,M,22244,Rural,Married,9,Personal Auto,Web
KH16079,4709.52218,Basic,High School or Below,Unemployed,F,0,Suburban,Single,3,Personal Auto,Agent
SJ87277,2685.425957,Basic,High School or Below,Employed,M,75329,Rural,Married,1,Corporate Auto,Branch
DW14769,3920.511337,Premium,High School or Below,Unemployed,F,0,Suburban,Married,1,Personal Auto,Branch
CN13435,5493.698779,Basic,College,Employed,F,44369,Urban,Married,8,Personal Auto,Call Center
KO95143,8521.738901,Premium,High School or Below,Employed,M,37910,Suburban,Married,7,Personal Auto,Agent
GT66241,2414.072446,Basic,High School or Below,Unemployed,M,0,Suburban,Single,1,Personal Auto,Call Center
PP97061,4282.947971,Basic,College,Employed,F,40864,Rural,Married,1,Personal Auto,Agent
KP97208,5918.330563,Basic,College,Employed,F,94846,Urban,Married,7,Corporate Auto,Agent
SB24397,7519.133631,Extended,High School or Below,Employed,M,96306,Rural,Divorced,6,Personal Auto,Agent
EM32982,4472.334422,Basic,Doctor,Employed,F,53519,Urban,Married,1,Corporate Auto,Call Center
LB97434,5531.627731,Basic,Bachelor,Employed,M,50648,Suburban,Married,9,Personal Auto,Call Center
RR37715,8435.176463,Basic,Bachelor,Employed,M,64692,Suburban,Married,2,Corporate Auto,Agent
TC81636,10196.1106,Basic,High School or Below,Unemployed,M,0,Suburban,Single,2,Corporate Auto,Web
IC55961,20552.62128,Basic,High School or Below,Unemployed,F,0,Suburban,Single,2,Corporate Auto,Agent
HR48520,3915.798108,Basic,Bachelor,Unemployed,M,0,Suburban,Single,1,Personal Auto,Call Center
VI42566,6010.502178,Basic,Master,Employed,M,49311,Suburban,Married,3,Personal Auto,Branch
NU84299,2854.114491,Basic,High School or Below,Employed,M,71126,Urban,Married,1,Personal Auto,Branch
RT63209,5994.255419,Basic,Master,Employed,F,74284,Urban,Married,3,Personal Auto,Call Center
AM52614,4477.45201,Basic,Bachelor,Employed,F,41402,Suburban,Divorced,1,Personal Auto,Branch
UO40192,5544.909083,Basic,High School or Below,Employed,M,79619,Urban,Married,6,Personal Auto,Web
SD67101,3600.934326,Basic,High School or Below,Retired,F,25147,Suburban,Single,1,Personal Auto,Agent
EW35231,9934.865795,Extended,High School or Below,Employed,F,56379,Suburban,Married,8,Corporate Auto,Agent
CT18212,6874.84827,Extended,Bachelor,Unemployed,F,0,Suburban,Single,6,Personal Auto,Agent
YL91587,2374.147419,Basic,High School or Below,Employed,M,48911,Suburban,Single,1,Personal Auto,Call Center
HS14476,9162.063169,Extended,College,Medical Leave,M,29723,Rural,Married,2,Personal Auto,Call Center
DA28072,7380.086414,Extended,Master,Employed,F,21841,Suburban,Married,7,Corporate Auto,Call Center
JO98946,2655.996158,Basic,Bachelor,Employed,M,31796,Suburban,Divorced,1,Personal Auto,Agent
BA26944,7591.109246,Basic,Bachelor,Unemployed,M,0,Suburban,Married,4,Corporate Auto,Agent
AR47849,5015.009472,Extended,Bachelor,Employed,F,48567,Suburban,Single,1,Personal Auto,Agent
FO82261,4603.975141,Basic,College,Employed,M,66161,Urban,Single,1,Personal Auto,Branch
QO56662,2551.226692,Basic,Master,Employed,M,79751,Suburban,Married,1,Personal Auto,Web
UF74084,5641.35916,Basic,Bachelor,Employed,M,39469,Urban,Divorced,4,Personal Auto,Call Center
OX75108,5463.913828,Basic,Master,Employed,F,44305,Urban,Married,9,Personal Auto,Call Center
QG25195,4866.647452,Basic,Bachelor,Unemployed,F,0,Suburban,Single,9,Personal Auto,Agent
HT50748,2779.85389,Basic,Doctor,Employed,F,38893,Urban,Single,1,Personal Auto,Branch
HC42288,4563.018085,Basic,College,Employed,F,39187,Suburban,Divorced,1,Corporate Auto,Agent
TC69546,14376.55039,Premium,College,Employed,M,70341,Rural,Married,3,Personal Auto,Branch
GJ63345,2279.747148,Basic,Bachelor,Unemployed,F,0,Suburban,Single,1,Personal Auto,Call Center
RK45396,5380.316469,Basic,Bachelor,Unemployed,M,0,Suburban,Married,3,Corporate Auto,Web
YA71207,8708.27928,Basic,High School or Below,Employed,F,30090,Urban,Married,2,Corporate Auto,Web
FK95213,18611.45356,Extended,Master,Employed,F,49673,Urban,Married,7,Personal Auto,Web
MC53402,2215.912948,Basic,College,Unemployed,M,0,Suburban,Single,1,Personal Auto,Branch
VU18023,7780.903354,Basic,High School or Below,Unemployed,F,0,Suburban,Married,2,Personal Auto,Call Center
VN37592,2860.864563,Basic,High School or Below,Employed,M,50332,Suburban,Married,1,Personal Auto,Branch
KL58949,5577.942343,Basic,Bachelor,Employed,M,70190,Rural,Single,3,Corporate Auto,Agent
KU14261,7268.096004,Extended,Master,Employed,F,38179,Urban,Married,3,Personal Auto,Call Center
RL97327,4060.956163,Premium,Bachelor,Unemployed,M,0,Suburban,Married,1,Personal Auto,Call Center
TO60700,7813.411572,Basic,Bachelor,Retired,F,25859,Suburban,Single,2,Special Auto,Agent
CR33417,4762.156975,Basic,Master,Employed,F,36529,Rural,Married,1,Personal Auto,Agent
ZK90062,14166.20344,Basic,Bachelor,Employed,M,67588,Suburban,Divorced,2,Personal Auto,Agent
JP44710,4354.398727,Extended,High School or Below,Unemployed,M,0,Suburban,Single,1,Personal Auto,Call Center
RR93140,2880.348532,Basic,College,Employed,F,81565,Urban,Married,1,Personal Auto,Branch
HW56522,19185.0725,Extended,Bachelor,Employed,M,35322,Rural,Married,5,Personal Auto,Agent
LR27773,5329.075482,Basic,Bachelor,Employed,F,43671,Urban,Married,3,Corporate Auto,Agent
CT88432,4883.805481,Basic,Bachelor,Employed,F,58682,Urban,Married,4,Corporate Auto,Branch
OK86731,4510.194071,Basic,College,Employed,M,44230,Suburban,Married,1,Personal Auto,Web
GB75821,15304.51777,Basic,Bachelor,Employed,M,40269,Suburban,Married,3,Personal Auto,Agent
KL48832,5237.935672,Basic,College,Employed,F,31756,Rural,Married,8,Corporate Auto,Branch
CA54112,15119.55539,Basic,Doctor,Employed,M,47725,Rural,Married,2,Personal Auto,Call Center
VC43751,5860.01804,Basic,Bachelor,Employed,F,38684,Suburban,Married,6,Personal Auto,Branch
BC87551,32306.28587,Basic,High School or Below,Employed,F,36301,Suburban,Single,2,Corporate Auto,Branch
TD58354,4655.392106,Basic,High School or Below,Unemployed,M,0,Suburban,Single,3,Personal Auto,Agent
XM19715,5326.501981,Basic,College,Employed,F,22268,Urban,Married,8,Personal Auto,Call Center
KH19280,6513.612638,Extended,College,Employed,F,50037,Urban,Married,6,Special Auto,Call Center
GE50763,3491.741616,Premium,Bachelor,Unemployed,M,0,Suburban,Single,1,Corporate Auto,Agent
VW63894,7870.360084,Extended,Master,Employed,M,75740,Rural,Married,3,Personal Auto,Web
YX36936,4274.618943,Basic,College,Employed,M,39621,Rural,Married,1,Corporate Auto,Agent
AF49625,7189.106255,Extended,Bachelor,Employed,F,75838,Urban,Single,6,Corporate Auto,Agent
QN30162,11315.20373,Premium,Bachelor,Disabled,F,11885,Suburban,Divorced,2,Special Auto,Agent
UI21548,2480.529264,Basic,High School or Below,Employed,F,29444,Suburban,Married,1,Personal Auto,Call Center
IN52645,7344.836277,Premium,High School or Below,Employed,F,64371,Suburban,Married,1,Personal Auto,Web
CQ76030,6974.922464,Extended,High School or Below,Disabled,M,26514,Suburban,Married,3,Personal Auto,Agent
BW94308,20096.89337,Basic,High School or Below,Employed,F,92766,Suburban,Married,2,Personal Auto,Agent
PP39078,5623.611187,Basic,College,Employed,F,31504,Suburban,Married,3,Special Auto,Branch
